stu_id,date_,attendance
160,2023-12-25,A
161,2023-12-25,A
162,2023-12-25,P
163,2023-12-25,A
164,2023-12-25,A
165,2023-12-25,A
166,2023-12-25,A
167,2023-12-25,P
168,2023-12-25,A
169,2023-12-25,A
170,2023-12-25,P
171,2023-12-25,A
172,2023-12-25,P
173,2023-12-25,P
174,2023-12-25,P
175,2023-12-25,A
176,2023-12-25,P
177,2023-12-25,A
178,2023-12-25,P
179,2023-12-25,A
180,2023-12-25,P
181,2023-12-25,P
182,2023-12-25,P
183,2023-12-25,A
184,2023-12-25,A
185,2023-12-25,A
186,2023-12-25,P
187,2023-12-25,A
188,2023-12-25,P
189,2023-12-25,P
190,2023-12-25,P
191,2023-12-25,A
192,2023-12-25,A
193,2023-12-25,A
194,2023-12-25,A
195,2023-12-25,A
196,2023-12-25,P
197,2023-12-25,P
198,2023-12-25,A
199,2023-12-25,P
200,2023-12-25,P
1,2023-12-26,P
2,2023-12-26,A
3,2023-12-26,P
4,2023-12-26,A
5,2023-12-26,P
6,2023-12-26,A
7,2023-12-26,A
8,2023-12-26,P
9,2023-12-26,P
10,2023-12-26,P
11,2023-12-26,A
12,2023-12-26,P
13,2023-12-26,A
14,2023-12-26,A
15,2023-12-26,A
16,2023-12-26,A
17,2023-12-26,P
18,2023-12-26,P
19,2023-12-26,A
20,2023-12-26,P
21,2023-12-26,A
22,2023-12-26,A
23,2023-12-26,A
24,2023-12-26,A
25,2023-12-26,P
26,2023-12-26,A
27,2023-12-26,A
28,2023-12-26,P
29,2023-12-26,P
30,2023-12-26,P
31,2023-12-26,P
32,2023-12-26,P
33,2023-12-26,P
34,2023-12-26,A
35,2023-12-26,A
36,2023-12-26,A
37,2023-12-26,P
38,2023-12-26,P
39,2023-12-26,A
40,2023-12-26,A
41,2023-12-26,P
42,2023-12-26,A
43,2023-12-26,A
44,2023-12-26,A
45,2023-12-26,P
46,2023-12-26,P
47,2023-12-26,P
48,2023-12-26,A
49,2023-12-26,P
50,2023-12-26,A
51,2023-12-26,P
52,2023-12-26,A
53,2023-12-26,P
54,2023-12-26,A
55,2023-12-26,A
56,2023-12-26,A
57,2023-12-26,P
58,2023-12-26,P
59,2023-12-26,A
60,2023-12-26,A
61,2023-12-26,A
62,2023-12-26,A
63,2023-12-26,P
64,2023-12-26,P
65,2023-12-26,A
66,2023-12-26,P
67,2023-12-26,P
68,2023-12-26,P
69,2023-12-26,A
70,2023-12-26,A
71,2023-12-26,A
72,2023-12-26,A
73,2023-12-26,P
74,2023-12-26,P
75,2023-12-26,A
76,2023-12-26,P
77,2023-12-26,A
78,2023-12-26,P
79,2023-12-26,P
80,2023-12-26,P
81,2023-12-26,P
82,2023-12-26,P
83,2023-12-26,P
84,2023-12-26,A
85,2023-12-26,P
86,2023-12-26,A
87,2023-12-26,P
88,2023-12-26,A
89,2023-12-26,A
90,2023-12-26,P
91,2023-12-26,A
92,2023-12-26,A
93,2023-12-26,P
94,2023-12-26,A
95,2023-12-26,A
96,2023-12-26,A
97,2023-12-26,A
98,2023-12-26,A
99,2023-12-26,A
100,2023-12-26,A
101,2023-12-26,A
102,2023-12-26,A
103,2023-12-26,A
104,2023-12-26,P
105,2023-12-26,A
106,2023-12-26,P
107,2023-12-26,A
108,2023-12-26,P
109,2023-12-26,A
110,2023-12-26,A
111,2023-12-26,A
112,2023-12-26,A
113,2023-12-26,A
114,2023-12-26,A
115,2023-12-26,A
116,2023-12-26,A
117,2023-12-26,P
118,2023-12-26,P
119,2023-12-26,P
120,2023-12-26,P
121,2023-12-26,A
122,2023-12-26,P
123,2023-12-26,A
124,2023-12-26,P
125,2023-12-26,P
126,2023-12-26,A
127,2023-12-26,P
128,2023-12-26,P
129,2023-12-26,A
130,2023-12-26,A
131,2023-12-26,A
132,2023-12-26,P
133,2023-12-26,P
134,2023-12-26,P
135,2023-12-26,A
136,2023-12-26,P
137,2023-12-26,A
138,2023-12-26,P
139,2023-12-26,A
140,2023-12-26,P
141,2023-12-26,P
142,2023-12-26,A
143,2023-12-26,P
144,2023-12-26,A
145,2023-12-26,A
146,2023-12-26,A
147,2023-12-26,A
148,2023-12-26,P
149,2023-12-26,A
150,2023-12-26,A
151,2023-12-26,P
152,2023-12-26,P
153,2023-12-26,P
154,2023-12-26,P
155,2023-12-26,P
156,2023-12-26,P
157,2023-12-26,A
158,2023-12-26,P
159,2023-12-26,A
160,2023-12-26,P
161,2023-12-26,P
162,2023-12-26,A
163,2023-12-26,P
164,2023-12-26,A
165,2023-12-26,P
166,2023-12-26,A
167,2023-12-26,P
168,2023-12-26,P
169,2023-12-26,A
170,2023-12-26,P
171,2023-12-26,P
172,2023-12-26,A
173,2023-12-26,A
174,2023-12-26,P
175,2023-12-26,P
176,2023-12-26,A
177,2023-12-26,P
178,2023-12-26,A
179,2023-12-26,P
180,2023-12-26,A
181,2023-12-26,P
182,2023-12-26,A
183,2023-12-26,A
184,2023-12-26,P
185,2023-12-26,P
186,2023-12-26,A
187,2023-12-26,P
188,2023-12-26,P
189,2023-12-26,P
190,2023-12-26,A
191,2023-12-26,A
192,2023-12-26,A
193,2023-12-26,P
194,2023-12-26,P
195,2023-12-26,P
196,2023-12-26,A
197,2023-12-26,A
198,2023-12-26,A
199,2023-12-26,A
200,2023-12-26,P
1,2023-12-27,A
2,2023-12-27,A
3,2023-12-27,P
4,2023-12-27,P
5,2023-12-27,A
6,2023-12-27,P
7,2023-12-27,P
8,2023-12-27,P
9,2023-12-27,A
10,2023-12-27,A
11,2023-12-27,A
12,2023-12-27,P
13,2023-12-27,P
14,2023-12-27,P
15,2023-12-27,A
16,2023-12-27,A
17,2023-12-27,A
18,2023-12-27,P
19,2023-12-27,P
20,2023-12-27,P
21,2023-12-27,P
22,2023-12-27,A
23,2023-12-27,A
24,2023-12-27,P
25,2023-12-27,P
26,2023-12-27,A
27,2023-12-27,P
28,2023-12-27,P
29,2023-12-27,A
30,2023-12-27,P
31,2023-12-27,A
32,2023-12-27,P
33,2023-12-27,A
34,2023-12-27,P
35,2023-12-27,P
36,2023-12-27,A
37,2023-12-27,A
38,2023-12-27,P
39,2023-12-27,A
40,2023-12-27,A
41,2023-12-27,A
42,2023-12-27,P
43,2023-12-27,P
44,2023-12-27,P
45,2023-12-27,P
46,2023-12-27,P
47,2023-12-27,P
48,2023-12-27,P
49,2023-12-27,P
50,2023-12-27,P
51,2023-12-27,P
52,2023-12-27,P
53,2023-12-27,A
54,2023-12-27,A
55,2023-12-27,A
56,2023-12-27,P
57,2023-12-27,A
58,2023-12-27,A
59,2023-12-27,A
60,2023-12-27,P
61,2023-12-27,P
62,2023-12-27,P
63,2023-12-27,P
64,2023-12-27,A
65,2023-12-27,P
66,2023-12-27,A
67,2023-12-27,A
68,2023-12-27,P
69,2023-12-27,P
70,2023-12-27,P
71,2023-12-27,P
72,2023-12-27,A
73,2023-12-27,A
74,2023-12-27,P
75,2023-12-27,A
76,2023-12-27,A
77,2023-12-27,A
78,2023-12-27,A
79,2023-12-27,P
80,2023-12-27,A
81,2023-12-27,P
82,2023-12-27,P
83,2023-12-27,A
84,2023-12-27,A
85,2023-12-27,A
86,2023-12-27,P
87,2023-12-27,P
88,2023-12-27,P
89,2023-12-27,A
90,2023-12-27,P
91,2023-12-27,A
92,2023-12-27,P
93,2023-12-27,A
94,2023-12-27,A
95,2023-12-27,A
96,2023-12-27,A
97,2023-12-27,A
98,2023-12-27,A
99,2023-12-27,P
100,2023-12-27,P
101,2023-12-27,P
102,2023-12-27,P
103,2023-12-27,A
104,2023-12-27,P
105,2023-12-27,A
106,2023-12-27,A
107,2023-12-27,A
108,2023-12-27,P
109,2023-12-27,A
110,2023-12-27,P
111,2023-12-27,P
112,2023-12-27,A
113,2023-12-27,P
114,2023-12-27,P
115,2023-12-27,A
116,2023-12-27,P
117,2023-12-27,A
118,2023-12-27,P
119,2023-12-27,A
120,2023-12-27,A
121,2023-12-27,A
122,2023-12-27,A
123,2023-12-27,P
124,2023-12-27,A
125,2023-12-27,A
126,2023-12-27,A
127,2023-12-27,P
128,2023-12-27,A
129,2023-12-27,P
130,2023-12-27,P
131,2023-12-27,P
132,2023-12-27,A
133,2023-12-27,A
134,2023-12-27,P
135,2023-12-27,P
136,2023-12-27,P
137,2023-12-27,A
138,2023-12-27,A
139,2023-12-27,A
140,2023-12-27,P
141,2023-12-27,A
142,2023-12-27,P
143,2023-12-27,A
144,2023-12-27,P
145,2023-12-27,P
146,2023-12-27,P
147,2023-12-27,A
148,2023-12-27,P
149,2023-12-27,A
150,2023-12-27,A
151,2023-12-27,P
152,2023-12-27,P
153,2023-12-27,P
154,2023-12-27,P
155,2023-12-27,P
156,2023-12-27,A
157,2023-12-27,A
158,2023-12-27,A
159,2023-12-27,A
160,2023-12-27,A
161,2023-12-27,A
162,2023-12-27,P
163,2023-12-27,P
164,2023-12-27,A
165,2023-12-27,P
166,2023-12-27,A
167,2023-12-27,A
168,2023-12-27,P
169,2023-12-27,P
170,2023-12-27,A
171,2023-12-27,P
172,2023-12-27,P
173,2023-12-27,A
174,2023-12-27,P
175,2023-12-27,P
176,2023-12-27,A
177,2023-12-27,P
178,2023-12-27,A
179,2023-12-27,A
180,2023-12-27,P
181,2023-12-27,A
182,2023-12-27,P
183,2023-12-27,P
184,2023-12-27,A
185,2023-12-27,A
186,2023-12-27,P
187,2023-12-27,P
188,2023-12-27,P
189,2023-12-27,P
190,2023-12-27,A
191,2023-12-27,A
192,2023-12-27,P
193,2023-12-27,P
194,2023-12-27,A
195,2023-12-27,P
196,2023-12-27,A
197,2023-12-27,A
198,2023-12-27,P
199,2023-12-27,A
200,2023-12-27,P
1,2023-12-28,A
2,2023-12-28,A
3,2023-12-28,P
4,2023-12-28,P
5,2023-12-28,P
6,2023-12-28,P
7,2023-12-28,P
8,2023-12-28,P
9,2023-12-28,P
10,2023-12-28,P
11,2023-12-28,P
12,2023-12-28,P
13,2023-12-28,P
14,2023-12-28,P
15,2023-12-28,A
16,2023-12-28,A
17,2023-12-28,A
18,2023-12-28,A
19,2023-12-28,A
20,2023-12-28,A
21,2023-12-28,A
22,2023-12-28,P
23,2023-12-28,A
24,2023-12-28,A
25,2023-12-28,A
26,2023-12-28,A
27,2023-12-28,A
28,2023-12-28,P
29,2023-12-28,A
30,2023-12-28,P
31,2023-12-28,A
32,2023-12-28,A
33,2023-12-28,A
34,2023-12-28,P
35,2023-12-28,P
36,2023-12-28,A
37,2023-12-28,A
38,2023-12-28,A
39,2023-12-28,A
40,2023-12-28,P
41,2023-12-28,A
42,2023-12-28,A
43,2023-12-28,A
44,2023-12-28,P
45,2023-12-28,A
46,2023-12-28,P
47,2023-12-28,P
48,2023-12-28,P
49,2023-12-28,A
50,2023-12-28,P
51,2023-12-28,P
52,2023-12-28,P
53,2023-12-28,P
54,2023-12-28,A
55,2023-12-28,P
56,2023-12-28,A
57,2023-12-28,P
58,2023-12-28,A
59,2023-12-28,P
60,2023-12-28,P
61,2023-12-28,P
62,2023-12-28,A
63,2023-12-28,A
64,2023-12-28,A
65,2023-12-28,P
66,2023-12-28,A
67,2023-12-28,P
68,2023-12-28,A
69,2023-12-28,A
70,2023-12-28,P
71,2023-12-28,A
72,2023-12-28,A
73,2023-12-28,P
74,2023-12-28,P
75,2023-12-28,A
76,2023-12-28,P
77,2023-12-28,A
78,2023-12-28,P
79,2023-12-28,P
80,2023-12-28,P
81,2023-12-28,A
82,2023-12-28,A
83,2023-12-28,A
84,2023-12-28,P
85,2023-12-28,A
86,2023-12-28,A
87,2023-12-28,A
88,2023-12-28,A
89,2023-12-28,A
90,2023-12-28,P
91,2023-12-28,A
92,2023-12-28,A
93,2023-12-28,A
94,2023-12-28,P
95,2023-12-28,P
96,2023-12-28,A
97,2023-12-28,A
98,2023-12-28,P
99,2023-12-28,P
100,2023-12-28,A
101,2023-12-28,A
102,2023-12-28,P
103,2023-12-28,A
104,2023-12-28,P
105,2023-12-28,A
106,2023-12-28,P
107,2023-12-28,A
108,2023-12-28,A
109,2023-12-28,P
110,2023-12-28,P
111,2023-12-28,A
112,2023-12-28,P
113,2023-12-28,A
114,2023-12-28,P
115,2023-12-28,A
116,2023-12-28,A
117,2023-12-28,P
118,2023-12-28,A
119,2023-12-28,A
120,2023-12-28,A
121,2023-12-28,A
122,2023-12-28,P
123,2023-12-28,A
124,2023-12-28,A
125,2023-12-28,P
126,2023-12-28,A
127,2023-12-28,P
128,2023-12-28,P
129,2023-12-28,A
130,2023-12-28,A
131,2023-12-28,A
132,2023-12-28,P
133,2023-12-28,A
134,2023-12-28,A
135,2023-12-28,P
136,2023-12-28,P
137,2023-12-28,P
138,2023-12-28,A
139,2023-12-28,P
140,2023-12-28,A
141,2023-12-28,A
142,2023-12-28,A
143,2023-12-28,A
144,2023-12-28,A
145,2023-12-28,A
146,2023-12-28,P
147,2023-12-28,A
148,2023-12-28,P
149,2023-12-28,P
150,2023-12-28,P
151,2023-12-28,P
152,2023-12-28,P
153,2023-12-28,A
154,2023-12-28,A
155,2023-12-28,A
156,2023-12-28,A
157,2023-12-28,P
158,2023-12-28,A
159,2023-12-28,A
160,2023-12-28,P
161,2023-12-28,A
162,2023-12-28,P
163,2023-12-28,P
164,2023-12-28,A
165,2023-12-28,P
166,2023-12-28,P
167,2023-12-28,A
168,2023-12-28,P
169,2023-12-28,P
170,2023-12-28,A
171,2023-12-28,P
172,2023-12-28,P
173,2023-12-28,A
174,2023-12-28,A
175,2023-12-28,A
176,2023-12-28,A
177,2023-12-28,P
178,2023-12-28,A
179,2023-12-28,P
180,2023-12-28,P
181,2023-12-28,P
182,2023-12-28,A
183,2023-12-28,P
184,2023-12-28,P
185,2023-12-28,P
186,2023-12-28,P
187,2023-12-28,A
188,2023-12-28,P
189,2023-12-28,A
190,2023-12-28,P
191,2023-12-28,A
192,2023-12-28,P
193,2023-12-28,P
194,2023-12-28,P
195,2023-12-28,P
196,2023-12-28,P
197,2023-12-28,A
198,2023-12-28,P
199,2023-12-28,P
200,2023-12-28,P
1,2023-12-29,P
2,2023-12-29,P
3,2023-12-29,A
4,2023-12-29,P
5,2023-12-29,A
6,2023-12-29,P
7,2023-12-29,P
8,2023-12-29,P
9,2023-12-29,A
10,2023-12-29,A
11,2023-12-29,P
12,2023-12-29,A
13,2023-12-29,P
14,2023-12-29,A
15,2023-12-29,P
16,2023-12-29,A
17,2023-12-29,A
18,2023-12-29,A
19,2023-12-29,P
20,2023-12-29,A
21,2023-12-29,A
22,2023-12-29,P
23,2023-12-29,P
24,2023-12-29,A
25,2023-12-29,A
26,2023-12-29,A
27,2023-12-29,P
28,2023-12-29,A
29,2023-12-29,A
30,2023-12-29,A
31,2023-12-29,A
32,2023-12-29,A
33,2023-12-29,A
34,2023-12-29,P
35,2023-12-29,A
36,2023-12-29,A
37,2023-12-29,A
38,2023-12-29,A
39,2023-12-29,A
40,2023-12-29,A
41,2023-12-29,P
42,2023-12-29,P
43,2023-12-29,P
44,2023-12-29,A
45,2023-12-29,A
46,2023-12-29,A
47,2023-12-29,A
48,2023-12-29,P
49,2023-12-29,P
50,2023-12-29,A
51,2023-12-29,A
52,2023-12-29,P
53,2023-12-29,P
54,2023-12-29,A
55,2023-12-29,A
56,2023-12-29,A
57,2023-12-29,A
58,2023-12-29,P
59,2023-12-29,P
60,2023-12-29,A
61,2023-12-29,A
62,2023-12-29,P
63,2023-12-29,A
64,2023-12-29,P
65,2023-12-29,A
66,2023-12-29,A
67,2023-12-29,A
68,2023-12-29,P
69,2023-12-29,P
70,2023-12-29,A
71,2023-12-29,P
72,2023-12-29,P
73,2023-12-29,P
74,2023-12-29,P
75,2023-12-29,A
76,2023-12-29,P
77,2023-12-29,A
78,2023-12-29,A
79,2023-12-29,P
80,2023-12-29,A
81,2023-12-29,A
82,2023-12-29,A
83,2023-12-29,A
84,2023-12-29,A
85,2023-12-29,A
86,2023-12-29,P
87,2023-12-29,P
88,2023-12-29,A
89,2023-12-29,A
90,2023-12-29,P
91,2023-12-29,A
92,2023-12-29,P
93,2023-12-29,P
94,2023-12-29,A
95,2023-12-29,A
96,2023-12-29,P
97,2023-12-29,P
98,2023-12-29,P
99,2023-12-29,A
100,2023-12-29,A
101,2023-12-29,P
102,2023-12-29,A
103,2023-12-29,A
104,2023-12-29,P
105,2023-12-29,P
106,2023-12-29,P
107,2023-12-29,P
108,2023-12-29,A
109,2023-12-29,A
110,2023-12-29,A
111,2023-12-29,P
112,2023-12-29,A
113,2023-12-29,A
114,2023-12-29,A
115,2023-12-29,P
116,2023-12-29,A
117,2023-12-29,A
118,2023-12-29,P
119,2023-12-29,A
120,2023-12-29,A
121,2023-12-29,P
122,2023-12-29,P
123,2023-12-29,A
124,2023-12-29,A
125,2023-12-29,A
126,2023-12-29,A
127,2023-12-29,A
128,2023-12-29,P
129,2023-12-29,A
130,2023-12-29,P
131,2023-12-29,P
132,2023-12-29,P
133,2023-12-29,A
134,2023-12-29,P
135,2023-12-29,P
136,2023-12-29,P
137,2023-12-29,A
138,2023-12-29,P
139,2023-12-29,P
140,2023-12-29,P
141,2023-12-29,A
142,2023-12-29,A
143,2023-12-29,P
144,2023-12-29,A
145,2023-12-29,A
146,2023-12-29,A
147,2023-12-29,A
148,2023-12-29,P
149,2023-12-29,A
150,2023-12-29,P
151,2023-12-29,P
152,2023-12-29,P
153,2023-12-29,A
154,2023-12-29,P
155,2023-12-29,A
156,2023-12-29,A
157,2023-12-29,A
158,2023-12-29,P
159,2023-12-29,A
160,2023-12-29,A
161,2023-12-29,A
162,2023-12-29,P
163,2023-12-29,P
164,2023-12-29,A
165,2023-12-29,A
166,2023-12-29,P
167,2023-12-29,A
168,2023-12-29,P
169,2023-12-29,A
170,2023-12-29,P
171,2023-12-29,A
172,2023-12-29,A
173,2023-12-29,A
174,2023-12-29,P
175,2023-12-29,P
176,2023-12-29,P
177,2023-12-29,P
178,2023-12-29,A
179,2023-12-29,A
180,2023-12-29,A
181,2023-12-29,A
182,2023-12-29,P
183,2023-12-29,A
184,2023-12-29,P
185,2023-12-29,P
186,2023-12-29,A
187,2023-12-29,P
188,2023-12-29,P
189,2023-12-29,P
190,2023-12-29,A
191,2023-12-29,P
192,2023-12-29,P
193,2023-12-29,P
194,2023-12-29,P
195,2023-12-29,P
196,2023-12-29,A
197,2023-12-29,A
198,2023-12-29,A
199,2023-12-29,P
200,2023-12-29,P
1,2023-12-30,P
2,2023-12-30,P
3,2023-12-30,A
4,2023-12-30,A
5,2023-12-30,P
6,2023-12-30,A
7,2023-12-30,A
8,2023-12-30,P
9,2023-12-30,P
10,2023-12-30,A
11,2023-12-30,A
12,2023-12-30,P
13,2023-12-30,P
14,2023-12-30,P
15,2023-12-30,A
16,2023-12-30,A
17,2023-12-30,A
18,2023-12-30,P
19,2023-12-30,P
20,2023-12-30,A
21,2023-12-30,A
22,2023-12-30,P
23,2023-12-30,P
24,2023-12-30,P
25,2023-12-30,P
26,2023-12-30,P
27,2023-12-30,P
28,2023-12-30,P
29,2023-12-30,A
30,2023-12-30,A
31,2023-12-30,A
32,2023-12-30,A
33,2023-12-30,A
34,2023-12-30,P
35,2023-12-30,A
36,2023-12-30,A
37,2023-12-30,P
38,2023-12-30,P
39,2023-12-30,A
40,2023-12-30,A
41,2023-12-30,P
42,2023-12-30,A
43,2023-12-30,A
44,2023-12-30,A
45,2023-12-30,P
46,2023-12-30,P
47,2023-12-30,A
48,2023-12-30,P
49,2023-12-30,A
50,2023-12-30,A
51,2023-12-30,A
52,2023-12-30,A
53,2023-12-30,A
54,2023-12-30,A
55,2023-12-30,A
56,2023-12-30,A
57,2023-12-30,P
58,2023-12-30,A
59,2023-12-30,A
60,2023-12-30,P
61,2023-12-30,A
62,2023-12-30,A
63,2023-12-30,P
64,2023-12-30,A
65,2023-12-30,P
66,2023-12-30,A
67,2023-12-30,P
68,2023-12-30,A
69,2023-12-30,P
70,2023-12-30,P
71,2023-12-30,A
72,2023-12-30,P
73,2023-12-30,P
74,2023-12-30,P
75,2023-12-30,A
76,2023-12-30,A
77,2023-12-30,A
78,2023-12-30,P
79,2023-12-30,P
80,2023-12-30,P
81,2023-12-30,A
82,2023-12-30,A
83,2023-12-30,P
84,2023-12-30,A
85,2023-12-30,P
86,2023-12-30,P
87,2023-12-30,A
88,2023-12-30,A
89,2023-12-30,A
90,2023-12-30,A
91,2023-12-30,P
92,2023-12-30,P
93,2023-12-30,P
94,2023-12-30,A
95,2023-12-30,A
96,2023-12-30,P
97,2023-12-30,A
98,2023-12-30,A
99,2023-12-30,P
100,2023-12-30,P
101,2023-12-30,A
102,2023-12-30,A
103,2023-12-30,A
104,2023-12-30,A
105,2023-12-30,P
106,2023-12-30,P
107,2023-12-30,A
108,2023-12-30,P
109,2023-12-30,A
110,2023-12-30,P
111,2023-12-30,A
112,2023-12-30,A
113,2023-12-30,P
114,2023-12-30,A
115,2023-12-30,P
116,2023-12-30,A
117,2023-12-30,A
118,2023-12-30,P
119,2023-12-30,P
120,2023-12-30,P
121,2023-12-30,A
122,2023-12-30,A
123,2023-12-30,P
124,2023-12-30,P
125,2023-12-30,A
126,2023-12-30,P
127,2023-12-30,P
128,2023-12-30,P
129,2023-12-30,P
130,2023-12-30,P
131,2023-12-30,A
132,2023-12-30,A
133,2023-12-30,A
134,2023-12-30,A
135,2023-12-30,A
136,2023-12-30,A
137,2023-12-30,A
138,2023-12-30,A
139,2023-12-30,A
140,2023-12-30,P
141,2023-12-30,P
142,2023-12-30,A
143,2023-12-30,A
144,2023-12-30,A
145,2023-12-30,P
146,2023-12-30,P
147,2023-12-30,P
148,2023-12-30,P
149,2023-12-30,A
150,2023-12-30,P
151,2023-12-30,P
152,2023-12-30,P
153,2023-12-30,P
154,2023-12-30,P
155,2023-12-30,P
156,2023-12-30,A
157,2023-12-30,P
158,2023-12-30,P
159,2023-12-30,P
160,2023-12-30,P
161,2023-12-30,P
162,2023-12-30,P
163,2023-12-30,A
164,2023-12-30,P
165,2023-12-30,P
166,2023-12-30,A
167,2023-12-30,P
168,2023-12-30,A
169,2023-12-30,A
170,2023-12-30,P
171,2023-12-30,P
172,2023-12-30,A
173,2023-12-30,A
174,2023-12-30,A
175,2023-12-30,A
176,2023-12-30,A
177,2023-12-30,P
178,2023-12-30,A
179,2023-12-30,P
180,2023-12-30,P
181,2023-12-30,A
182,2023-12-30,P
183,2023-12-30,P
184,2023-12-30,P
185,2023-12-30,A
186,2023-12-30,P
187,2023-12-30,P
188,2023-12-30,P
189,2023-12-30,A
190,2023-12-30,A
191,2023-12-30,A
192,2023-12-30,A
193,2023-12-30,A
194,2023-12-30,A
195,2023-12-30,A
196,2023-12-30,P
197,2023-12-30,A
198,2023-12-30,A
199,2023-12-30,P
200,2023-12-30,P
1,2023-12-31,P
2,2023-12-31,A
3,2023-12-31,A
4,2023-12-31,A
5,2023-12-31,A
6,2023-12-31,A
7,2023-12-31,A
8,2023-12-31,P
9,2023-12-31,A
10,2023-12-31,P
11,2023-12-31,P
12,2023-12-31,P
13,2023-12-31,P
14,2023-12-31,A
15,2023-12-31,P
16,2023-12-31,A
17,2023-12-31,P
18,2023-12-31,A
19,2023-12-31,A
20,2023-12-31,P
21,2023-12-31,P
22,2023-12-31,A
23,2023-12-31,P
24,2023-12-31,P
25,2023-12-31,A
26,2023-12-31,A
27,2023-12-31,P
28,2023-12-31,P
29,2023-12-31,P
30,2023-12-31,P
31,2023-12-31,P
32,2023-12-31,A
33,2023-12-31,A
34,2023-12-31,P
35,2023-12-31,A
36,2023-12-31,P
37,2023-12-31,A
38,2023-12-31,A
39,2023-12-31,A
40,2023-12-31,P
41,2023-12-31,P
42,2023-12-31,A
43,2023-12-31,A
44,2023-12-31,P
45,2023-12-31,A
46,2023-12-31,A
47,2023-12-31,P
48,2023-12-31,A
49,2023-12-31,P
50,2023-12-31,P
51,2023-12-31,A
52,2023-12-31,A
53,2023-12-31,A
54,2023-12-31,A
55,2023-12-31,A
56,2023-12-31,P
57,2023-12-31,A
58,2023-12-31,A
59,2023-12-31,P
60,2023-12-31,A
61,2023-12-31,P
62,2023-12-31,P
63,2023-12-31,P
64,2023-12-31,A
65,2023-12-31,P
66,2023-12-31,A
67,2023-12-31,A
68,2023-12-31,P
69,2023-12-31,A
70,2023-12-31,P
71,2023-12-31,P
72,2023-12-31,P
73,2023-12-31,P
74,2023-12-31,P
75,2023-12-31,P
76,2023-12-31,P
77,2023-12-31,A
78,2023-12-31,P
79,2023-12-31,A
80,2023-12-31,P
81,2023-12-31,P
82,2023-12-31,A
83,2023-12-31,P
84,2023-12-31,A
85,2023-12-31,P
86,2023-12-31,A
87,2023-12-31,P
88,2023-12-31,A
89,2023-12-31,P
90,2023-12-31,A
91,2023-12-31,A
92,2023-12-31,P
93,2023-12-31,A
94,2023-12-31,P
95,2023-12-31,P
96,2023-12-31,P
97,2023-12-31,A
98,2023-12-31,A
99,2023-12-31,P
100,2023-12-31,A
101,2023-12-31,P
102,2023-12-31,P
103,2023-12-31,A
104,2023-12-31,A
105,2023-12-31,A
106,2023-12-31,A
107,2023-12-31,A
108,2023-12-31,P
109,2023-12-31,P
110,2023-12-31,A
111,2023-12-31,P
112,2023-12-31,A
113,2023-12-31,P
114,2023-12-31,P
115,2023-12-31,A
116,2023-12-31,A
117,2023-12-31,A
118,2023-12-31,A
119,2023-12-31,P
120,2023-12-31,P
121,2023-12-31,A
122,2023-12-31,P
123,2023-12-31,A
124,2023-12-31,P
125,2023-12-31,P
126,2023-12-31,P
127,2023-12-31,A
128,2023-12-31,A
129,2023-12-31,P
130,2023-12-31,P
131,2023-12-31,P
132,2023-12-31,A
133,2023-12-31,P
134,2023-12-31,A
135,2023-12-31,A
136,2023-12-31,P
137,2023-12-31,A
138,2023-12-31,P
139,2023-12-31,A
140,2023-12-31,P
141,2023-12-31,P
142,2023-12-31,A
143,2023-12-31,P
144,2023-12-31,P
145,2023-12-31,P
146,2023-12-31,A
147,2023-12-31,P
148,2023-12-31,P
149,2023-12-31,A
150,2023-12-31,P
151,2023-12-31,A
152,2023-12-31,P
153,2023-12-31,P
154,2023-12-31,P
155,2023-12-31,P
156,2023-12-31,P
157,2023-12-31,A
158,2023-12-31,A
159,2023-12-31,A
160,2023-12-31,A
161,2023-12-31,A
162,2023-12-31,P
163,2023-12-31,A
164,2023-12-31,P
165,2023-12-31,A
166,2023-12-31,A
167,2023-12-31,A
168,2023-12-31,A
169,2023-12-31,A
170,2023-12-31,P
171,2023-12-31,A
172,2023-12-31,P
173,2023-12-31,P
174,2023-12-31,P
175,2023-12-31,P
176,2023-12-31,P
177,2023-12-31,A
178,2023-12-31,A
179,2023-12-31,P
180,2023-12-31,A
181,2023-12-31,P
182,2023-12-31,P
183,2023-12-31,P
184,2023-12-31,P
185,2023-12-31,P
186,2023-12-31,A
187,2023-12-31,A
188,2023-12-31,P
189,2023-12-31,P
190,2023-12-31,A
191,2023-12-31,A
192,2023-12-31,A
193,2023-12-31,P
194,2023-12-31,P
195,2023-12-31,P
196,2023-12-31,A
197,2023-12-31,P
198,2023-12-31,A
199,2023-12-31,A
200,2023-12-31,A
1,2024-01-01,P
2,2024-01-01,P
3,2024-01-01,A
4,2024-01-01,P
5,2024-01-01,P
6,2024-01-01,A
7,2024-01-01,P
8,2024-01-01,P
9,2024-01-01,P
10,2024-01-01,P
11,2024-01-01,P
12,2024-01-01,P
13,2024-01-01,A
14,2024-01-01,A
15,2024-01-01,P
16,2024-01-01,P
17,2024-01-01,A
18,2024-01-01,P
19,2024-01-01,A
20,2024-01-01,P
21,2024-01-01,A
22,2024-01-01,A
23,2024-01-01,A
24,2024-01-01,P
25,2024-01-01,A
26,2024-01-01,A
27,2024-01-01,P
28,2024-01-01,P
29,2024-01-01,A
30,2024-01-01,A
